,quality_score,Country of Origin,Aroma,Flavor,Aftertaste,Acidity,Processing Method,Body,Balance,Uniformity,Clean Cup,Sweetness,Cupper Points,Moisture,Category One Defects,Category Two Defects,Temperature (F)
549,82.33,Guatemala,7.5,7.42,7.17,7.83,Washed / Wet,7.5,7.5,10.0,10.0,10.0,7.42,0.1,0,6,75.07790750000004
550,82.33,Guatemala,7.58,7.67,7.5,7.58,Washed / Wet,7.75,7.5,9.33,10.0,10.0,7.42,0.12,0,3,75.07790750000004
551,82.33,Guatemala,7.5,7.42,7.58,7.5,Washed / Wet,7.5,7.58,10.0,10.0,10.0,7.25,0.12,2,1,75.07790750000004
552,82.33,Guatemala,7.67,7.5,7.33,7.67,Washed / Wet,7.5,7.33,10.0,10.0,10.0,7.33,0.11,0,3,75.07790750000004
553,82.33,Guatemala,7.5,7.67,7.33,7.5,Washed / Wet,7.33,7.5,10.0,10.0,10.0,7.5,0.1,2,5,75.07790750000004
554,82.25,Guatemala,7.67,7.5,7.25,7.67,Washed / Wet,7.42,7.42,10.0,10.0,10.0,7.33,0.11,0,2,75.07790750000004
555,82.25,Guatemala,7.5,7.5,7.33,7.58,Washed / Wet,7.67,7.33,10.0,10.0,10.0,7.33,0.11,0,2,75.07790750000004
556,82.17,Guatemala,7.42,7.42,7.5,7.5,Washed / Wet,7.42,7.5,10.0,10.0,10.0,7.42,0.09,0,4,75.07790750000004
557,82.17,Guatemala,7.25,7.75,7.0,7.75,Washed / Wet,8.17,7.75,10.0,10.0,9.33,7.17,0.12,0,2,75.07790750000004
558,82.0,Guatemala,7.33,7.33,7.33,7.5,Natural / Dry,7.67,7.67,10.0,10.0,10.0,7.17,0.11,0,3,75.07790750000004
559,82.0,Guatemala,7.75,7.33,7.33,7.42,Washed / Wet,7.75,7.67,10.0,10.0,9.33,7.42,0.0,0,10,75.07790750000004
560,81.92,Guatemala,7.58,7.5,7.25,7.58,Washed / Wet,7.58,7.5,9.33,10.0,10.0,7.58,0.1,0,1,75.07790750000004
561,81.92,Guatemala,7.5,7.5,7.25,7.42,Washed / Wet,7.42,7.42,10.0,10.0,10.0,7.42,0.11,0,0,75.07790750000004
562,81.92,Guatemala,7.58,7.58,7.17,7.83,Washed / Wet,7.17,7.33,10.0,10.0,10.0,7.25,0.11,0,7,75.07790750000004
563,81.83,Guatemala,7.42,7.5,7.25,7.5,Washed / Wet,7.33,7.42,10.0,10.0,10.0,7.42,0.1,1,1,75.07790750000004
564,81.83,Guatemala,7.58,7.5,7.33,7.42,Washed / Wet,7.58,7.25,10.0,10.0,10.0,7.17,0.1,2,6,75.07790750000004
565,81.83,Guatemala,7.83,7.67,7.33,7.33,Washed / Wet,7.67,7.83,9.33,10.0,9.33,7.5,0.11,0,1,75.07790750000004
566,81.75,Guatemala,7.5,7.5,7.25,7.42,Washed / Wet,7.42,7.33,10.0,10.0,10.0,7.33,0.11,0,1,75.07790750000004
567,81.67,Guatemala,7.42,7.42,7.08,7.42,Washed / Wet,7.33,7.42,10.0,10.0,10.0,7.58,0.1,0,1,75.07790750000004
568,81.67,Guatemala,7.42,7.33,7.17,7.67,Washed / Wet,7.33,7.42,10.0,10.0,10.0,7.33,0.12,0,3,75.07790750000004
569,81.67,Guatemala,7.5,7.67,7.33,7.33,Washed / Wet,7.33,7.33,10.0,10.0,10.0,7.17,0.11,0,4,75.07790750000004
570,81.58,Guatemala,7.42,7.42,7.08,7.5,Washed / Wet,7.42,7.33,10.0,10.0,10.0,7.42,0.12,0,0,75.07790750000004
571,81.58,Guatemala,7.42,7.33,7.17,7.58,Washed / Wet,7.42,7.5,10.0,10.0,10.0,7.17,0.12,0,1,75.07790750000004
572,81.5,Guatemala,7.67,7.58,7.17,7.42,Washed / Wet,7.33,7.42,9.33,10.0,10.0,7.58,0.1,0,0,75.07790750000004
573,81.5,Guatemala,7.5,7.42,7.25,7.25,,7.5,7.25,10.0,10.0,10.0,7.33,0.12,0,0,75.07790750000004
574,81.5,Guatemala,7.5,7.42,7.17,7.58,Washed / Wet,7.25,7.42,10.0,10.0,10.0,7.17,0.12,0,0,75.07790750000004
575,81.5,Guatemala,7.33,7.5,7.33,7.42,Washed / Wet,7.17,7.33,10.0,10.0,10.0,7.42,0.11,0,1,75.07790750000004
576,81.42,Guatemala,7.42,7.33,7.08,7.58,Washed / Wet,7.33,7.25,10.0,10.0,10.0,7.42,0.1,0,0,75.07790750000004
577,81.42,Guatemala,7.42,7.5,7.17,7.42,Washed / Wet,7.42,7.42,10.0,10.0,10.0,7.08,0.1,0,6,75.07790750000004
578,81.42,Guatemala,7.42,7.33,7.25,7.42,Washed / Wet,7.42,7.5,10.0,10.0,10.0,7.08,0.12,0,4,75.07790750000004
579,81.25,Guatemala,7.33,7.42,7.17,7.25,Washed / Wet,7.42,7.33,10.0,10.0,10.0,7.33,0.09,0,2,75.07790750000004
580,81.25,Guatemala,7.5,7.33,7.5,7.58,Washed / Wet,7.0,7.25,10.0,10.0,10.0,7.08,0.11,0,4,75.07790750000004
581,81.17,Guatemala,7.42,7.25,7.33,7.25,Washed / Wet,7.25,7.42,10.0,10.0,10.0,7.25,0.12,0,4,75.07790750000004
582,81.0,Guatemala,7.42,7.25,7.17,7.5,Washed / Wet,7.25,7.17,10.0,10.0,10.0,7.25,0.09,0,8,75.07790750000004
583,81.0,Guatemala,7.5,7.25,7.0,7.25,Washed / Wet,7.5,7.25,10.0,10.0,10.0,7.25,0.11,0,1,75.07790750000004
584,80.92,Guatemala,7.67,7.67,7.33,7.58,Washed / Wet,7.67,7.5,9.33,9.33,9.33,7.5,0.1,0,2,75.07790750000004
585,80.92,Guatemala,7.58,7.42,6.92,7.5,Washed / Wet,7.25,7.17,10.0,10.0,10.0,7.08,0.12,2,5,75.07790750000004
586,80.83,Guatemala,7.67,7.25,7.08,7.33,Washed / Wet,7.17,7.25,10.0,10.0,10.0,7.08,0.11,0,1,75.07790750000004
587,80.75,Guatemala,7.5,7.33,7.0,7.42,Washed / Wet,7.17,7.17,10.0,10.0,10.0,7.17,0.12,0,1,75.07790750000004
588,80.67,Guatemala,7.67,7.42,6.83,7.17,Washed / Wet,7.42,7.17,10.0,10.0,10.0,7.0,0.11,0,0,75.07790750000004
589,80.67,Guatemala,7.67,7.17,7.0,7.5,Washed / Wet,7.0,7.0,10.0,10.0,10.0,7.33,0.12,0,5,75.07790750000004
590,80.67,Guatemala,7.0,7.33,7.5,7.33,Washed / Wet,7.0,7.33,10.0,10.0,10.0,7.17,0.11,0,2,75.07790750000004
591,80.67,Guatemala,7.0,7.5,7.33,7.17,Washed / Wet,7.17,7.17,10.0,10.0,10.0,7.33,0.11,0,3,75.07790750000004
592,80.58,Guatemala,7.17,7.42,6.83,7.5,Natural / Dry,7.17,7.25,10.0,10.0,10.0,7.25,0.11,0,5,75.07790750000004
593,80.5,Guatemala,7.33,7.25,7.08,7.17,Washed / Wet,7.25,7.17,10.0,10.0,10.0,7.25,0.1,0,4,75.07790750000004
594,80.5,Guatemala,7.5,7.17,6.83,7.5,Washed / Wet,7.17,7.17,10.0,10.0,10.0,7.17,0.11,0,3,75.07790750000004
595,80.5,Guatemala,7.5,7.5,7.0,7.67,Washed / Wet,7.17,7.0,10.0,10.0,10.0,6.67,0.12,1,1,75.07790750000004
596,80.33,Guatemala,7.33,7.33,6.83,7.5,Washed / Wet,7.0,7.17,10.0,10.0,10.0,7.17,0.11,1,4,75.07790750000004
597,80.25,Guatemala,7.0,7.17,7.33,7.33,Washed / Wet,7.0,7.17,10.0,10.0,10.0,7.25,0.11,1,12,75.07790750000004
598,80.17,Guatemala,7.33,7.33,7.0,7.17,Washed / Wet,7.17,7.17,10.0,10.0,10.0,7.0,0.11,0,2,75.07790750000004
599,80.17,Guatemala,7.33,7.33,7.0,7.33,Washed / Wet,7.0,7.0,10.0,10.0,10.0,7.17,0.11,0,5,75.07790750000004
600,79.83,Guatemala,7.33,7.25,6.92,7.33,Washed / Wet,7.25,7.33,9.33,10.0,10.0,7.08,0.1,0,2,75.07790750000004
601,79.75,Guatemala,7.5,7.42,7.25,7.58,Washed / Wet,7.33,7.42,9.33,9.33,9.33,7.25,0.1,0,1,75.07790750000004
602,79.75,Guatemala,7.58,7.33,7.5,7.33,Washed / Wet,7.0,7.33,9.33,9.33,9.33,7.67,0.0,0,4,75.07790750000004
603,79.67,Guatemala,7.42,7.42,7.25,7.58,Washed / Wet,7.42,7.33,9.33,9.33,9.33,7.25,0.1,0,1,75.07790750000004
604,79.67,Guatemala,7.5,7.0,6.83,7.08,Washed / Wet,7.08,7.17,10.0,10.0,10.0,7.0,0.11,0,6,75.07790750000004
605,79.58,Guatemala,7.08,7.0,6.83,7.33,,7.25,7.0,10.0,10.0,10.0,7.08,0.17,1,19,75.07790750000004
606,79.42,Guatemala,7.08,7.33,7.25,7.58,Washed / Wet,7.33,7.42,9.33,9.33,9.33,7.42,0.1,0,2,75.07790750000004
607,79.42,Guatemala,7.25,7.33,6.83,7.0,Washed / Wet,7.0,7.17,10.0,10.0,10.0,6.83,0.1,1,4,75.07790750000004
608,79.33,Guatemala,7.17,6.5,6.33,7.25,Washed / Wet,7.58,7.33,10.0,10.0,10.0,7.17,0.11,0,6,75.07790750000004
609,79.17,Guatemala,7.33,7.42,7.33,7.42,Washed / Wet,7.5,7.42,8.67,9.33,9.33,7.42,0.1,0,0,75.07790750000004
610,79.17,Guatemala,7.08,7.0,6.92,7.42,Washed / Wet,7.0,6.92,10.0,10.0,10.0,6.83,0.11,0,6,75.07790750000004
611,79.17,Guatemala,7.25,7.17,6.75,7.25,Washed / Wet,7.0,6.92,10.0,10.0,10.0,6.83,0.11,0,6,75.07790750000004
612,79.08,Guatemala,7.58,7.67,7.42,7.42,Washed / Wet,7.67,7.67,8.67,8.67,8.67,7.67,0.1,0,1,75.07790750000004
613,79.0,Guatemala,7.33,7.17,6.58,7.42,Washed / Wet,7.08,6.83,10.0,10.0,10.0,6.58,0.12,0,3,75.07790750000004
614,78.75,Guatemala,7.33,7.08,6.33,7.25,Washed / Wet,7.0,7.0,10.0,10.0,10.0,6.75,0.12,1,8,75.07790750000004
615,78.58,Guatemala,7.33,7.17,6.92,7.58,Washed / Wet,7.25,7.17,8.67,9.33,10.0,7.17,0.12,0,3,75.07790750000004
616,78.33,Guatemala,7.17,6.5,6.67,7.0,Washed / Wet,7.17,7.17,10.0,10.0,10.0,6.67,0.1,0,2,75.07790750000004
617,78.33,Guatemala,7.17,7.17,6.5,7.17,Washed / Wet,7.0,6.83,10.0,10.0,10.0,6.5,0.11,1,4,75.07790750000004
618,78.33,Guatemala,7.17,6.08,6.17,7.25,Washed / Wet,7.33,7.33,10.0,10.0,10.0,7.0,0.11,0,9,75.07790750000004
619,78.0,Guatemala,7.42,7.25,6.83,7.33,Washed / Wet,7.0,6.92,9.33,9.33,9.33,7.25,0.1,1,2,75.07790750000004
620,78.0,Guatemala,7.0,6.83,6.83,7.17,Washed / Wet,6.67,6.83,10.0,10.0,10.0,6.67,0.11,3,9,75.07790750000004
621,77.92,Guatemala,7.17,6.17,6.17,7.08,Washed / Wet,7.33,6.83,10.0,10.0,10.0,7.17,0.11,0,7,75.07790750000004
622,77.83,Guatemala,7.0,6.83,6.67,7.17,Washed / Wet,6.83,6.83,10.0,10.0,10.0,6.5,0.11,0,2,75.07790750000004
623,77.42,Guatemala,7.08,6.92,6.33,7.0,Washed / Wet,6.92,7.0,10.0,10.0,10.0,6.17,0.11,2,15,75.07790750000004
624,77.33,Guatemala,7.33,7.0,6.83,7.17,Washed / Wet,7.17,7.17,9.33,9.33,9.33,6.67,0.1,1,2,75.07790750000004
625,76.5,Guatemala,6.42,6.5,6.5,7.33,Washed / Wet,6.33,6.92,10.0,10.0,10.0,6.5,0.12,0,4,75.07790750000004
626,76.33,Guatemala,7.5,7.0,6.83,7.5,Washed / Wet,7.17,7.33,8.67,8.67,8.67,7.0,0.11,0,8,75.07790750000004
627,76.33,Guatemala,6.17,6.5,6.5,7.17,Washed / Wet,7.0,6.83,10.0,10.0,10.0,6.17,0.11,0,5,75.07790750000004
628,75.58,Guatemala,7.92,7.58,7.17,7.58,Washed / Wet,7.33,7.17,8.0,8.0,8.0,6.83,0.11,0,15,75.07790750000004
629,75.58,Guatemala,6.67,6.5,6.33,7.0,Washed / Wet,7.17,6.75,8.67,10.0,10.0,6.5,0.12,0,10,75.07790750000004
630,74.75,Guatemala,6.75,6.5,6.17,7.0,Washed / Wet,7.25,6.75,8.0,10.0,10.0,6.33,0.11,0,8,75.07790750000004
631,74.75,Guatemala,6.75,6.67,6.17,7.17,Washed / Wet,7.0,6.58,8.0,10.0,10.0,6.42,0.11,0,10,75.07790750000004
632,74.33,Guatemala,6.5,6.33,6.5,7.5,Washed / Wet,7.33,6.83,8.67,10.0,8.67,6.0,0.11,1,1,75.07790750000004
633,59.83,Guatemala,7.5,6.67,6.67,7.67,Washed / Wet,7.33,6.67,8.0,1.33,1.33,6.67,0.1,0,4,75.07790750000004
634,83.33,Haiti,7.58,7.5,7.67,7.5,Washed / Wet,7.83,7.42,10.0,10.0,10.0,7.83,0.11,0,4,77.24493615384614
635,81.5,Haiti,7.42,7.33,7.25,7.42,Washed / Wet,7.42,7.33,10.0,10.0,10.0,7.33,0.11,0,0,77.24493615384614
636,80.75,Haiti,7.42,7.0,7.42,7.25,Washed / Wet,7.08,7.33,10.0,10.0,10.0,7.25,0.12,0,0,77.24493615384614
637,77.25,Haiti,6.83,6.83,6.83,6.75,Washed / Wet,6.92,6.92,9.33,10.0,10.0,6.83,0.1,0,1,77.24493615384614
638,72.33,Haiti,6.92,6.75,7.08,7.17,,7.33,6.67,10.0,5.33,8.67,6.42,0.08,1,0,77.24493615384614
639,67.92,Haiti,6.75,6.58,6.42,6.67,Natural / Dry,7.08,6.67,9.33,6.0,6.0,6.42,0.14,8,16,77.24493615384614
640,86.67,Honduras,8.17,8.08,8.08,8.0,,8.08,8.0,10.0,10.0,10.0,8.25,0.1,0,3,75.22522019230765
641,84.75,Honduras,7.83,7.75,8.0,7.67,Washed / Wet,7.67,7.67,10.0,10.0,10.0,8.17,0.11,0,4,75.22522019230765
642,84.33,Honduras,7.92,8.0,7.75,7.67,,7.67,7.75,10.0,10.0,10.0,7.58,0.1,0,3,75.22522019230765
643,84.33,Honduras,7.58,7.92,7.58,7.75,Washed / Wet,7.92,7.75,10.0,10.0,10.0,7.83,0.11,0,2,75.22522019230765
644,84.0,Honduras,7.42,7.83,7.75,7.92,Washed / Wet,7.75,7.58,10.0,10.0,10.0,7.75,0.1,0,5,75.22522019230765
645,83.67,Honduras,7.5,7.5,7.67,7.67,Washed / Wet,8.0,8.0,10.0,10.0,10.0,7.33,0.1,0,2,75.22522019230765
646,83.5,Honduras,7.67,7.5,7.67,7.5,Natural / Dry,7.67,7.67,10.0,10.0,10.0,7.83,0.1,0,3,75.22522019230765
647,83.17,Honduras,7.67,7.67,7.5,7.67,Washed / Wet,7.5,7.67,10.0,10.0,10.0,7.5,0.11,0,1,75.22522019230765
648,83.17,Honduras,7.5,7.5,7.5,7.67,Natural / Dry,7.67,7.67,10.0,10.0,10.0,7.67,0.1,0,5,75.22522019230765
649,83.17,Honduras,7.67,7.67,7.5,7.67,Natural / Dry,7.5,7.67,10.0,10.0,10.0,7.5,0.11,0,3,75.22522019230765
650,82.75,Honduras,7.58,7.5,7.42,7.58,Natural / Dry,7.5,7.5,10.0,10.0,10.0,7.67,0.09,0,6,75.22522019230765
651,82.5,Honduras,7.58,7.58,7.33,7.5,Washed / Wet,7.5,7.5,10.0,10.0,10.0,7.5,0.1,0,4,75.22522019230765
652,82.42,Honduras,7.42,7.67,7.17,7.58,Washed / Wet,7.58,7.5,10.0,10.0,10.0,7.5,0.12,0,6,75.22522019230765
653,82.42,Honduras,7.25,7.67,7.42,7.17,Washed / Wet,7.75,7.5,10.0,10.0,10.0,7.67,0.09,0,2,75.22522019230765
654,82.33,Honduras,7.5,7.58,7.33,7.5,Washed / Wet,7.42,7.42,10.0,10.0,10.0,7.58,0.1,0,8,75.22522019230765
655,82.25,Honduras,7.58,7.5,7.42,7.58,Washed / Wet,7.42,7.42,10.0,10.0,10.0,7.33,0.11,0,2,75.22522019230765
656,82.17,Honduras,7.5,7.5,7.17,7.42,Washed / Wet,7.5,7.5,10.0,10.0,10.0,7.58,0.11,0,2,75.22522019230765
657,82.17,Honduras,7.67,7.5,7.25,7.42,Washed / Wet,7.58,7.42,10.0,10.0,10.0,7.33,0.11,0,2,75.22522019230765
658,82.0,Honduras,7.5,7.5,7.17,7.5,Washed / Wet,7.5,7.42,10.0,10.0,10.0,7.42,0.12,0,1,75.22522019230765
659,82.0,Honduras,7.5,7.5,7.25,7.33,Natural / Dry,7.42,7.5,10.0,10.0,10.0,7.5,0.1,0,7,75.22522019230765
660,82.0,Honduras,7.33,7.33,7.33,7.5,Washed / Wet,7.5,7.83,10.0,10.0,10.0,7.17,0.11,0,5,75.22522019230765
661,81.92,Honduras,7.58,7.5,7.25,7.33,Washed / Wet,7.42,7.5,10.0,10.0,10.0,7.33,0.12,0,1,75.22522019230765
662,81.92,Honduras,7.42,7.33,7.33,7.58,Washed / Wet,7.33,7.5,10.0,10.0,10.0,7.42,0.11,0,0,75.22522019230765
663,81.83,Honduras,7.5,7.5,7.33,7.5,Washed / Wet,7.42,7.25,10.0,10.0,10.0,7.33,0.12,0,1,75.22522019230765
664,81.83,Honduras,7.5,7.5,7.33,7.33,Natural / Dry,7.33,7.33,10.0,10.0,10.0,7.5,0.1,0,4,75.22522019230765
665,81.67,Honduras,7.58,7.5,7.33,7.33,Washed / Wet,7.42,7.25,10.0,10.0,10.0,7.25,0.11,0,2,75.22522019230765
666,81.67,Honduras,7.5,7.33,7.5,7.5,Natural / Dry,7.17,7.17,10.0,10.0,10.0,7.5,0.1,0,5,75.22522019230765
667,81.58,Honduras,7.5,7.42,7.08,7.42,Washed / Wet,7.5,7.33,10.0,10.0,10.0,7.33,0.11,0,3,75.22522019230765
668,81.5,Honduras,7.5,7.5,7.33,7.42,Washed / Wet,7.17,7.25,10.0,10.0,10.0,7.33,0.1,0,5,75.22522019230765
669,81.42,Honduras,7.5,7.33,7.17,7.25,Washed / Wet,7.5,7.42,10.0,10.0,10.0,7.25,0.12,0,1,75.22522019230765
670,81.33,Honduras,7.5,7.5,7.0,7.17,Washed / Wet,7.5,7.33,10.0,10.0,10.0,7.33,0.11,0,3,75.22522019230765
671,81.33,Honduras,7.58,7.42,7.17,7.42,Washed / Wet,7.17,7.17,10.0,10.0,10.0,7.42,0.09,0,4,75.22522019230765
672,81.33,Honduras,7.33,7.33,7.17,7.33,Washed / Wet,7.5,7.33,10.0,10.0,10.0,7.33,0.12,0,3,75.22522019230765
673,81.25,Honduras,7.42,7.17,7.17,7.5,Washed / Wet,7.33,7.25,10.0,10.0,10.0,7.42,0.12,0,1,75.22522019230765
674,81.17,Honduras,7.42,7.33,7.0,7.42,Natural / Dry,7.33,7.33,10.0,10.0,10.0,7.33,0.13,0,1,75.22522019230765
675,81.0,Honduras,7.42,7.25,7.25,7.33,Natural / Dry,7.25,7.17,10.0,10.0,10.0,7.33,0.12,0,1,75.22522019230765
676,80.75,Honduras,7.5,7.33,7.0,7.42,Natural / Dry,7.25,7.17,10.0,10.0,10.0,7.08,0.11,0,2,75.22522019230765
677,80.75,Honduras,7.42,7.17,7.08,7.42,Washed / Wet,7.25,7.25,10.0,10.0,10.0,7.17,0.09,0,2,75.22522019230765
678,80.75,Honduras,7.25,7.33,7.08,7.5,Natural / Dry,7.25,7.33,10.0,10.0,10.0,7.0,0.13,0,1,75.22522019230765
679,80.58,Honduras,7.5,7.17,7.0,7.42,Washed / Wet,7.33,7.0,10.0,10.0,10.0,7.17,0.11,0,5,75.22522019230765
680,80.5,Honduras,7.58,7.33,7.0,7.17,Washed / Wet,7.33,7.08,10.0,10.0,10.0,7.0,0.11,0,5,75.22522019230765
681,80.42,Honduras,7.25,7.42,7.0,7.42,,7.33,7.0,10.0,10.0,10.0,7.0,0.1,0,0,75.22522019230765
682,80.25,Honduras,7.25,7.25,7.0,7.0,Natural / Dry,7.42,7.0,10.0,10.0,10.0,7.33,0.1,0,4,75.22522019230765
683,80.17,Honduras,7.25,7.25,7.0,7.17,Washed / Wet,7.08,7.08,10.0,10.0,10.0,7.33,0.11,0,0,75.22522019230765
684,79.17,Honduras,7.58,7.0,6.75,6.92,Washed / Wet,7.0,6.92,10.0,10.0,10.0,7.0,0.11,0,5,75.22522019230765
685,79.0,Honduras,7.0,7.0,7.0,7.0,Washed / Wet,7.0,7.0,10.0,10.0,10.0,7.0,0.11,0,12,75.22522019230765
686,78.0,Honduras,6.83,7.0,6.67,7.0,Natural / Dry,7.0,6.83,10.0,10.0,10.0,6.67,0.11,2,6,75.22522019230765
687,76.0,Honduras,6.83,6.83,6.67,6.83,Natural / Dry,7.0,6.83,9.33,8.67,10.0,7.0,0.11,0,7,75.22522019230765
688,73.42,Honduras,7.0,7.17,6.83,7.17,Washed / Wet,7.0,7.17,8.0,8.0,8.0,7.08,0.11,1,16,75.22522019230765
689,69.33,Honduras,6.67,6.5,6.17,6.67,Washed / Wet,6.83,6.17,8.0,8.0,8.0,6.33,0.1,0,4,75.22522019230765
690,69.17,Honduras,7.0,6.17,6.17,6.67,Washed / Wet,6.5,6.17,8.0,8.0,8.0,6.5,0.1,0,3,75.22522019230765
691,69.17,Honduras,7.0,6.33,6.17,6.5,Washed / Wet,6.67,6.17,8.0,8.0,8.0,6.33,0.1,0,4,75.22522019230765
692,0.0,Honduras,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0,2,75.22522019230765
693,76.83,India,7.67,7.33,7.17,6.67,Natural / Dry,7.17,7.42,9.33,10.0,6.67,7.42,0.0,0,0,76.21509326923079
694,87.42,Indonesia,8.33,8.25,7.83,7.75,,8.5,8.42,10.0,10.0,10.0,8.33,0.03,0,0,79.26916134615384
695,85.17,Indonesia,7.75,7.83,7.67,8.0,Semi-washed / Semi-pulped,8.08,7.83,10.0,10.0,10.0,8.0,0.11,0,3,79.26916134615384
696,84.67,Indonesia,7.92,7.83,7.75,7.75,Washed / Wet,7.75,7.75,10.0,10.0,10.0,7.92,0.12,0,7,79.26916134615384
697,84.42,Indonesia,7.67,7.67,7.83,7.58,Other,7.83,7.83,10.0,10.0,10.0,8.0,0.0,0,3,79.26916134615384
698,84.13,Indonesia,7.81,7.88,7.56,7.75,Natural / Dry,7.63,7.75,10.0,10.0,10.0,7.75,0.12,0,0,79.26916134615384
699,83.67,Indonesia,8.17,7.67,7.58,7.58,Washed / Wet,7.42,7.67,10.0,10.0,10.0,7.58,0.12,0,0,79.26916134615384
700,83.5,Indonesia,7.25,7.67,7.58,7.92,Semi-washed / Semi-pulped,7.83,7.58,10.0,10.0,10.0,7.67,0.13,0,8,79.26916134615384
701,83.5,Indonesia,7.83,7.58,7.58,7.58,,7.75,7.58,10.0,10.0,10.0,7.58,0.0,0,0,79.26916134615384
702,83.08,Indonesia,7.67,7.58,7.5,7.58,,7.67,7.58,10.0,10.0,10.0,7.5,0.0,0,0,79.26916134615384
703,82.75,Indonesia,7.5,7.58,7.42,7.58,Other,7.58,7.5,10.0,10.0,10.0,7.58,0.12,0,15,79.26916134615384
704,82.58,Indonesia,7.83,7.58,7.42,7.33,Semi-washed / Semi-pulped,7.42,7.5,10.0,10.0,10.0,7.5,0.13,0,6,79.26916134615384
705,82.5,Indonesia,7.83,7.75,7.25,7.5,Washed / Wet,7.42,7.33,10.0,10.0,10.0,7.42,0.11,0,5,79.26916134615384
706,82.08,Indonesia,7.5,7.5,7.42,7.42,Washed / Wet,7.5,7.42,10.0,10.0,10.0,7.33,0.15,0,3,79.26916134615384
707,81.83,Indonesia,7.75,7.83,7.58,7.75,Other,7.92,7.83,10.0,10.0,10.0,5.17,0.11,0,0,79.26916134615384
708,81.83,Indonesia,7.42,7.42,7.42,7.33,Other,7.42,7.42,10.0,10.0,10.0,7.42,0.11,2,6,79.26916134615384
709,81.67,Indonesia,7.17,7.42,7.33,7.42,Semi-washed / Semi-pulped,7.33,7.42,10.0,10.0,10.0,7.58,0.11,0,0,79.26916134615384
710,81.5,Indonesia,7.75,7.17,7.17,7.33,Washed / Wet,7.58,7.33,10.0,10.0,10.0,7.17,0.12,0,0,79.26916134615384
711,80.67,Indonesia,7.58,7.42,7.0,7.67,Semi-washed / Semi-pulped,7.5,7.5,9.33,9.33,10.0,7.33,0.13,0,1,79.26916134615384
712,78.17,Indonesia,6.92,6.83,6.92,6.92,Washed / Wet,6.92,6.83,10.0,10.0,10.0,6.83,0.13,0,1,79.26916134615384
713,76.17,Indonesia,7.33,7.0,6.5,6.08,Natural / Dry,7.58,6.33,9.33,10.0,9.33,6.67,0.12,4,26,79.26916134615384
714,84.67,Japan,7.75,7.75,7.75,7.42,Pulped natural / honey,8.08,7.83,10.0,10.0,10.0,8.08,0.12,0,0,52.40983498076924
715,86.25,Kenya,8.08,8.0,8.0,8.25,Washed / Wet,7.92,7.92,10.0,10.0,10.0,8.08,0.12,0,1,77.21345865384615
716,86.08,Kenya,8.08,8.08,8.0,8.0,Natural / Dry,7.83,8.08,10.0,10.0,10.0,8.0,0.11,0,2,77.21345865384615
717,86.0,Kenya,7.92,8.17,7.83,8.5,Washed / Wet,7.5,7.92,10.0,10.0,10.0,8.17,0.11,0,1,77.21345865384615
718,85.5,Kenya,7.92,7.92,7.83,8.08,Natural / Dry,7.83,7.92,10.0,10.0,10.0,8.0,0.1,0,3,77.21345865384615
719,85.33,Kenya,7.83,8.08,7.75,8.08,Washed / Wet,7.92,7.75,10.0,10.0,10.0,7.92,0.0,0,2,77.21345865384615
720,85.33,Kenya,8.0,7.92,7.92,8.08,Washed / Wet,7.83,7.75,10.0,10.0,10.0,7.83,0.0,0,6,77.21345865384615
721,85.0,Kenya,8.17,7.83,7.92,7.75,Washed / Wet,7.67,7.83,10.0,10.0,10.0,7.83,0.11,0,7,77.21345865384615
722,85.0,Kenya,7.75,7.83,7.75,8.08,Washed / Wet,8.0,7.75,10.0,10.0,10.0,7.83,0.0,0,5,77.21345865384615
723,84.92,Kenya,8.0,7.67,7.83,8.17,,7.92,7.75,10.0,10.0,10.0,7.58,0.06,1,9,77.21345865384615
724,84.75,Kenya,7.92,7.83,7.58,7.92,Washed / Wet,7.75,7.83,10.0,10.0,10.0,7.92,0.13,0,0,77.21345865384615
725,84.67,Kenya,7.75,7.92,7.83,8.0,Washed / Wet,7.58,7.75,10.0,10.0,10.0,7.83,0.11,0,0,77.21345865384615
726,84.58,Kenya,7.92,7.75,7.83,7.75,Washed / Wet,7.58,7.92,10.0,10.0,10.0,7.83,0.11,0,5,77.21345865384615
727,84.58,Kenya,7.83,7.83,7.83,7.75,Washed / Wet,7.58,7.83,10.0,10.0,10.0,7.92,0.1,0,2,77.21345865384615
728,84.58,Kenya,7.75,7.75,7.75,8.08,Washed / Wet,7.75,7.75,10.0,10.0,10.0,7.75,0.0,0,0,77.21345865384615
729,84.5,Kenya,7.92,7.83,7.67,8.0,Washed / Wet,7.67,7.75,10.0,10.0,10.0,7.67,0.11,0,0,77.21345865384615
730,84.33,Kenya,7.33,7.58,7.83,7.75,Washed / Wet,7.75,7.92,10.0,10.0,10.0,8.17,0.11,0,4,77.21345865384615
731,84.17,Kenya,7.58,7.75,7.75,7.75,Washed / Wet,7.75,7.83,10.0,10.0,10.0,7.75,0.08,0,0,77.21345865384615
732,84.0,Kenya,7.67,7.83,7.5,7.75,Washed / Wet,7.92,7.67,10.0,10.0,10.0,7.67,0.0,0,2,77.21345865384615
